"X","paper_doi","paper_files","paper_comment","np_core","np_shell_1","np_shell_2","np_shell_3","np_hydro_size","np_zeta","syn_description","syn_method","syn_temp","syn_pH","syn_steer","syn_atm","syn_press","syn_surf","syn_doi","xrd_scherrer_size","xrd_crystallinity","xrd_fracs","xrd_files","emic_exp_type","emic_kV","emic_scan_regime","emic_interplanar_dist","emic_size","emic_x_size","emic_y_size","emic_z_size","emic_shape","emic_files","ads_method","ads_adsorbate","ads_pore_volume","ads_density","ads_pore_size","ads_surf_area","ads_files","tox_test_type","tox_cell_line","tox_gen_tox","tox_mtt_24","tox_mtt_48","tox_mtt_72","tox_lc50","tox_noec","tox_loes","tox_live_frac","tox_apopt_frac","tox_necr_frac","squid_temp","squid_h_max","squid_sat_mag","squid_coerc_f","squid_rem_mag","squid_orient","squid_h_bias","squid_files","zfc_temp_min","zfc_temp_max","zfc_h_meas","zfc_temp_block","zfc_files","htherm_method","htherm_relax","htherm_h_amplitude","htherm_amf_freq","htherm_sar","htherm_ilp","htherm_toxicity","htherm_files","magmech_mech","magmech_h_val","magmech_mag_grad","magmech_torque","magmech_wdist","magmech_mag_type","magmech_target","magmech_target_force","mri_h_val","mri_r1","mri_r2","dds_h_val","dds_mag_grad","dds_wdist","dds_mag_type","dds_vessel","dds_velocity","dds_accumulation","mep_mep_coef","mep_h_val","mep_h_opt","mep_epsilon","mep_piezo","mep_resist"
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.4Fe0.6Fe2O4","Zn0.4Mn0.2Fe0.4Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","20.22","77.31",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.5Fe0.5Fe2O4","Zn0.5Mn0.05Fe0.45Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","12.75","78.38",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.5Fe0.5Fe2O4","Zn0.5Mn0.08Fe0.42Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","13.04","75.14",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.5Fe0.5Fe2O4","Zn0.5Mn0.1Fe0.4Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","14.72","77.84",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.5Fe0.5Fe2O4","Zn0.5Mn0.2Fe0.3Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","16.94","77.97",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.6Fe0.4Fe2O4","Zn0.6Mn0.05Fe0.35Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","11.17","78.38",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.6Fe0.4Fe2O4","Zn0.6Mn0.08Fe0.32Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","11.84","74.38",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.6Fe0.4Fe2O4","Zn0.6Mn0.1Fe0.3Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","12.56","69.67",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.6Fe0.4Fe2O4","Zn0.6Mn0.2Fe0.2Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","13.8","71.1",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.7Fe0.3Fe2O4","Zn0.7Mn0.05Fe0.25Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","8.66","61.52",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.7Fe0.3Fe2O4","Zn0.7Mn0.08Fe0.22Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","8.98","53.31",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.7Fe0.3Fe2O4","Zn0.7Mn0.1Fe0.2Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","9.64","51.2",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.7Fe0.3Fe2O4","Zn0.7Mn0.2Fe0.1Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","11.58","53.01",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.8Fe0.2Fe2O4","Zn0.8Mn0.05Fe0.15Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","3.83","30.86",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.8Fe0.2Fe2O4","Zn0.8Mn0.08Fe0.12Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","4.9","27.68",,,,,,,,,,,,,
,"https://doi.org/10.1021/acs.nanolett.0c04574",,,"Zn0.8Fe0.2Fe2O4","Zn0.8Mn0.1Fe0.1Fe2O4","AMD3100","",,,"The 3.8 nm ultrasmall ZnxF nanoparticles were first prepared based on the previously
reported dynamic simultaneous thermal decomposition (DSTD) method.1
 In a typical
synthesis of Zn0.4F nanoparticles, iron-eruciate complex (2.14 g), zinc hydroxide
carbonate (0.09 g), oleyl alcohol (3.22 g), and benzyl ether (10 g) were mixed in a 50
ml three-necked, round-bottomed flask. The mixed solution was heated to 260 °C and
it was maintained for another 30 min in the presence of an argon atmosphere. The heat
source was then removed, and the reaction mixture was cooled down quickly to room
temperature. Upon the addition of ethanol, a black precipitate was isolated by
centrifugation. The obtained Zn0.4F nanoparticles were then dissolved in hexane for
further use. To adjust the Zn doping level (x) in the sample, various amounts of ironeruciate complex and zinc hydroxide carbonate were used. A summary of the detailed
reaction parameters is shown in Table S1. The cation exchange reaction was then
carried out for the obtained ZnxF@ZnxMnyF nanoparticles. In a typical setup, 1 mL of
Zn0.4F nanoparticles (500 mM) and 1 mL of MnCl2·4H2O (10-35 mM) were dispersed
in 5 ml of tetrahydrofuran (THF). The mixture was heated to 60 °C, and it was
maintained for 30 min under magnetic stirring. After cooling down to room temperature,
the mixture was purified via centrifugation","",,,,,,,"https://doi.org/10.1021/acsnano.6b07684",,"","ZnFe2O4/MnFe2O4",,"TEM",,"",,"3.8","3.8","3.8","3.8","Sphere",,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","5.58","35.55",,,,,,,,,,,,,
